1,1.4942E+08,1.4942E+08
2,2.9177E+08,1.4589E+08
4,5.2627E+08,1.3157E+08
8,1.0357E+09,1.2947E+08
16,1.9928E+09,1.2455E+08
32,2.6975E+09,8.4295E+07
64,4.3845E+09,6.8508E+07
