Cores, Actual, Ideal
4,54727290.08,78794042.07
8,109870795.7,157588084.1
14,186012781,275779147.2
28,345645811.2,551558294.5
56,592853890.2,1103116589
84,696631594.8,1654674883
112,765095570.9,2206233178
