NX,32,64,96
384,488000000.0,836000000.0,1200000000.0
448,513000000.0,917000000.0,964000000.0
512,463000000.0,805000000.0,1100000000.0
576,386000000.0,748000000.0,1070000000.0
640,412000000.0,767000000.0,1040000000.0
