Cells,FOM (k-cell-steps/sec),Ranks,Ranks/Domain,Steps,Time (sec),MaxRSS (GiB),Try,Size,File
514500,3395.71,1,0,4749,719.544,,0,35,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_131025_single35at4749r16440/try-00/output-mpirun-20240317_131025_single35at4749r16440-0.log
658464,3289.09,1,0,4254,851.635,11.964356899261475,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240316_122822_memoryof38at4254r15801/try-00/output-mpirun-20240316_122822_memoryof38at4254r15801-0.log
658464,3878.06,1,0,4254,722.295,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_010533_single38at4254r7367/try-00/output-mpirun-20240317_010533_single38at4254r7367-0.log
658464,3887.59,1,0,4254,720.525,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240316_163659_single38at4254r6891/try-00/output-mpirun-20240316_163659_single38at4254r6891-0.log
658464,3887.71,1,0,4254,720.502,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_083312_single38at4254r10381/try-00/output-mpirun-20240317_083312_single38at4254r10381-0.log
658464,3890.58,1,0,4254,719.971,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_195151_single38at4254r16166/try-00/output-mpirun-20240317_195151_single38at4254r16166-0.log
658464,3893.94,1,0,4254,719.35,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_233507_single38at4254r32477/try-00/output-mpirun-20240317_233507_single38at4254r32477-0.log
658464,3894.06,1,0,4254,719.328,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_044916_single38at4254r14270/try-00/output-mpirun-20240317_044916_single38at4254r14270-0.log
658464,3902.13,1,0,4254,717.84,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240316_212231_single38at4254r6552/try-00/output-mpirun-20240316_212231_single38at4254r6552-0.log
658464,3906.13,1,0,4254,717.104,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_122415_single38at4254r32055/try-00/output-mpirun-20240317_122415_single38at4254r32055-0.log
658464,3906.47,1,0,4254,717.042,,0,38,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_160734_single38at4254r2164/try-00/output-mpirun-20240317_160734_single38at4254r2164-0.log
768000,3263.98,1,0,3603,847.77,13.711338710784911,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240316_112309_memoryof40at3603r29760/try-00/output-mpirun-20240316_112309_memoryof40at3603r29760-0.log
768000,3809.29,1,0,3603,726.409,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_001229_single40at3603r926/try-00/output-mpirun-20240317_001229_single40at3603r926-0.log
768000,3812.24,1,0,3603,725.848,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_074002_single40at3603r24153/try-00/output-mpirun-20240317_074002_single40at3603r24153-0.log
768000,3813.59,1,0,3603,725.591,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_035607_single40at3603r15356/try-00/output-mpirun-20240317_035607_single40at3603r15356-0.log
768000,3818.38,1,0,3603,724.679,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_224215_single40at3603r17082/try-00/output-mpirun-20240317_224215_single40at3603r17082-0.log
768000,3819.26,1,0,3603,724.513,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_185815_single40at3603r18592/try-00/output-mpirun-20240317_185815_single40at3603r18592-0.log
768000,3823.85,1,0,3603,723.643,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240316_154403_single40at3603r29309/try-00/output-mpirun-20240316_154403_single40at3603r29309-0.log
768000,3828.89,1,0,3603,722.691,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240316_202953_single40at3603r9785/try-00/output-mpirun-20240316_202953_single40at3603r9785-0.log
768000,3829.34,1,0,3603,722.607,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_151443_single40at3603r14412/try-00/output-mpirun-20240317_151443_single40at3603r14412-0.log
768000,3831.73,1,0,3603,722.156,,0,40,/gpfs/amagela/Work/git/lanl-benchmarks/doc/sphinx/07_miniem/runs--ultima01--ascicgpu030/run-20240317_113120_single40at3603r14727/try-00/output-mpirun-20240317_113120_single40at3603r14727-0.log
