Cells,FOM (k-cell-steps/sec),Ranks,Ranks/Domain,Steps,Time (sec),MaxRSS (GiB),Try,Size,File
768000,5140.64,32,4,4775,713.375,,3,40,runs--ultima01/run-20240303_163306_862024/try-03/output-srun-20240303_163306_862024-3.log
768000,5143.57,32,4,4775,712.968,,0,40,runs--ultima01/run-20240303_184122_862084/try-00/output-srun-20240303_184122_862084-0.log
768000,5148.75,32,4,4775,712.251,,7,40,runs--ultima01/run-20240303_184122_862084/try-07/output-srun-20240303_184122_862084-7.log
768000,5150.31,32,4,4775,712.034,,7,40,runs--ultima01/run-20240303_163306_862024/try-07/output-srun-20240303_163306_862024-7.log
768000,5151.55,32,4,4775,711.863,,4,40,runs--ultima01/run-20240303_204754_862129/try-04/output-srun-20240303_204754_862129-4.log
768000,5154.31,32,4,4775,711.482,,6,40,runs--ultima01/run-20240303_204754_862129/try-06/output-srun-20240303_204754_862129-6.log
768000,5160.07,32,4,4775,710.689,,5,40,runs--ultima01/run-20240303_184122_862084/try-05/output-srun-20240303_184122_862084-5.log
768000,5160.34,32,4,4775,710.65,,1,40,runs--ultima01/run-20240303_184122_862084/try-01/output-srun-20240303_184122_862084-1.log
768000,5161.01,32,4,4775,710.558,,5,40,runs--ultima01/run-20240303_185131_862099/try-05/output-srun-20240303_185131_862099-5.log
768000,5162.8,32,4,4775,710.312,,2,40,runs--ultima01/run-20240303_204754_862129/try-02/output-srun-20240303_204754_862129-2.log
768000,5163.16,32,4,4775,710.262,,6,40,runs--ultima01/run-20240303_185131_862099/try-06/output-srun-20240303_185131_862099-6.log
768000,5165.65,32,4,4775,709.92,,1,40,runs--ultima01/run-20240303_204754_862129/try-01/output-srun-20240303_204754_862129-1.log
768000,5168.57,32,4,4775,709.519,,2,40,runs--ultima01/run-20240303_163306_862024/try-02/output-srun-20240303_163306_862024-2.log
768000,5169.3,32,4,4775,709.419,,2,40,runs--ultima01/run-20240303_184122_862084/try-02/output-srun-20240303_184122_862084-2.log
768000,5170.25,32,4,4775,709.288,,3,40,runs--ultima01/run-20240303_163309_862039/try-03/output-srun-20240303_163309_862039-3.log
768000,5171.03,32,4,4775,709.182,,2,40,runs--ultima01/run-20240303_185131_862099/try-02/output-srun-20240303_185131_862099-2.log
768000,5174.44,32,4,4775,708.715,,3,40,runs--ultima01/run-20240303_204754_862129/try-03/output-srun-20240303_204754_862129-3.log
768000,5176.73,32,4,4775,708.401,,2,40,runs--ultima01/run-20240303_163309_862039/try-02/output-srun-20240303_163309_862039-2.log
768000,5179.43,32,4,4775,708.031,,6,40,runs--ultima01/run-20240303_183657_862069/try-06/output-srun-20240303_183657_862069-6.log
768000,5183.77,32,4,4775,707.439,,6,40,runs--ultima01/run-20240303_163306_862024/try-06/output-srun-20240303_163306_862024-6.log
768000,5183.89,32,4,4775,707.422,,3,40,runs--ultima01/run-20240303_183657_862069/try-03/output-srun-20240303_183657_862069-3.log
768000,5188.46,32,4,4775,706.799,,4,40,runs--ultima01/run-20240303_184122_862084/try-04/output-srun-20240303_184122_862084-4.log
768000,5193.51,32,4,4775,706.112,,1,40,runs--ultima01/run-20240303_203334_862114/try-01/output-srun-20240303_203334_862114-1.log
768000,5195.21,32,4,4775,705.881,,5,40,runs--ultima01/run-20240303_163309_862039/try-05/output-srun-20240303_163309_862039-5.log
768000,5197.61,32,4,4775,705.555,,4,40,runs--ultima01/run-20240303_183657_862069/try-04/output-srun-20240303_183657_862069-4.log
768000,5197.66,32,4,4775,705.548,,4,40,runs--ultima01/run-20240303_185131_862099/try-04/output-srun-20240303_185131_862099-4.log
768000,5198.81,32,4,4775,705.392,,7,40,runs--ultima01/run-20240303_185131_862099/try-07/output-srun-20240303_185131_862099-7.log
768000,5199.28,32,4,4775,705.329,,0,40,runs--ultima01/run-20240303_185131_862099/try-00/output-srun-20240303_185131_862099-0.log
768000,5200.48,32,4,4775,705.166,,0,40,runs--ultima01/run-20240303_183657_862069/try-00/output-srun-20240303_183657_862069-0.log
768000,5200.82,32,4,4775,705.12,,2,40,runs--ultima01/run-20240303_183657_862069/try-02/output-srun-20240303_183657_862069-2.log
768000,5201.32,32,4,4775,705.052,,1,40,runs--ultima01/run-20240303_183657_862069/try-01/output-srun-20240303_183657_862069-1.log
768000,5203.63,32,4,4775,704.739,,7,40,runs--ultima01/run-20240303_163309_862039/try-07/output-srun-20240303_163309_862039-7.log
768000,5204.33,32,4,4775,704.644,,6,40,runs--ultima01/run-20240303_203334_862114/try-06/output-srun-20240303_203334_862114-6.log
768000,5205.28,32,4,4775,704.515,,3,40,runs--ultima01/run-20240303_185131_862099/try-03/output-srun-20240303_185131_862099-3.log
768000,5209.03,32,4,4775,704.009,,0,40,runs--ultima01/run-20240303_163309_862039/try-00/output-srun-20240303_163309_862039-0.log
768000,5213.65,32,4,4775,703.385,,6,40,runs--ultima01/run-20240303_163312_862054/try-06/output-srun-20240303_163312_862054-6.log
768000,5216.16,32,4,4775,703.046,,7,40,runs--ultima01/run-20240303_183657_862069/try-07/output-srun-20240303_183657_862069-7.log
768000,5220.61,32,4,4775,702.446,,1,40,runs--ultima01/run-20240303_163309_862039/try-01/output-srun-20240303_163309_862039-1.log
768000,5222.68,32,4,4775,702.168,,1,40,runs--ultima01/run-20240303_185131_862099/try-01/output-srun-20240303_185131_862099-1.log
768000,5223.07,32,4,4775,702.116,,0,40,runs--ultima01/run-20240303_203334_862114/try-00/output-srun-20240303_203334_862114-0.log
768000,5227.68,32,4,4775,701.496,,3,40,runs--ultima01/run-20240303_163312_862054/try-03/output-srun-20240303_163312_862054-3.log
768000,5230.08,32,4,4775,701.175,,2,40,runs--ultima01/run-20240303_163312_862054/try-02/output-srun-20240303_163312_862054-2.log
768000,5230.66,32,4,4775,701.097,,6,40,runs--ultima01/run-20240303_163309_862039/try-06/output-srun-20240303_163309_862039-6.log
768000,5232.58,32,4,4775,700.84,,4,40,runs--ultima01/run-20240303_163312_862054/try-04/output-srun-20240303_163312_862054-4.log
768000,5234.0,32,4,4775,700.649,,5,40,runs--ultima01/run-20240303_183657_862069/try-05/output-srun-20240303_183657_862069-5.log
768000,5234.49,32,4,4775,700.584,,4,40,runs--ultima01/run-20240303_163309_862039/try-04/output-srun-20240303_163309_862039-4.log
768000,5236.17,32,4,4775,700.359,,1,40,runs--ultima01/run-20240303_163312_862054/try-01/output-srun-20240303_163312_862054-1.log
768000,5237.2,32,4,4775,700.222,,7,40,runs--ultima01/run-20240303_163312_862054/try-07/output-srun-20240303_163312_862054-7.log
768000,5239.77,32,4,4775,699.878,,4,40,runs--ultima01/run-20240303_203334_862114/try-04/output-srun-20240303_203334_862114-4.log
768000,5242.88,32,4,4775,699.463,,2,40,runs--ultima01/run-20240303_203334_862114/try-02/output-srun-20240303_203334_862114-2.log
768000,5246.26,32,4,4775,699.012,,3,40,runs--ultima01/run-20240303_203334_862114/try-03/output-srun-20240303_203334_862114-3.log
768000,5253.5,32,4,4775,698.049,,0,40,runs--ultima01/run-20240303_163312_862054/try-00/output-srun-20240303_163312_862054-0.log
768000,5253.83,32,4,4775,698.005,,7,40,runs--ultima01/run-20240303_203334_862114/try-07/output-srun-20240303_203334_862114-7.log
768000,5263.33,32,4,4775,696.745,,5,40,runs--ultima01/run-20240303_203334_862114/try-05/output-srun-20240303_203334_862114-5.log
768000,5264.23,32,4,4775,696.626,,5,40,runs--ultima01/run-20240303_163312_862054/try-05/output-srun-20240303_163312_862054-5.log
768000,5307.57,32,4,4775,690.938,,0,40,runs--ultima01/run-20240303_210030_862147/try-00/output-srun-20240303_210030_862147-0.log
768000,5973.83,112,14,5855,752.724,,7,40,runs--ultima01/run-20240303_184008_862081/try-07/output-srun-20240303_184008_862081-7.log
768000,5978.07,112,14,5855,752.189,,5,40,runs--ultima01/run-20240303_184008_862081/try-05/output-srun-20240303_184008_862081-5.log
768000,6019.35,112,14,5855,747.03,,6,40,runs--ultima01/run-20240303_184008_862081/try-06/output-srun-20240303_184008_862081-6.log
768000,6025.88,112,14,5855,746.221,,1,40,runs--ultima01/run-20240303_184008_862081/try-01/output-srun-20240303_184008_862081-1.log
768000,6034.49,112,14,5855,745.157,,2,40,runs--ultima01/run-20240303_184008_862081/try-02/output-srun-20240303_184008_862081-2.log
768000,6037.34,112,14,5855,744.805,,3,40,runs--ultima01/run-20240303_184008_862081/try-03/output-srun-20240303_184008_862081-3.log
768000,6044.11,112,14,5855,743.97,,0,40,runs--ultima01/run-20240303_184008_862081/try-00/output-srun-20240303_184008_862081-0.log
768000,6046.67,56,7,5804,737.178,,6,40,runs--ultima01/run-20240303_183329_862068/try-06/output-srun-20240303_183329_862068-6.log
768000,6057.73,112,14,5855,742.297,,4,40,runs--ultima01/run-20240303_163306_862036/try-04/output-srun-20240303_163306_862036-4.log
768000,6065.41,112,14,5855,741.358,,3,40,runs--ultima01/run-20240303_163303_862021/try-03/output-srun-20240303_163303_862021-3.log
768000,6068.31,112,14,5855,741.003,,4,40,runs--ultima01/run-20240303_184008_862081/try-04/output-srun-20240303_184008_862081-4.log
768000,6076.01,112,14,5855,740.064,,5,40,runs--ultima01/run-20240303_163306_862036/try-05/output-srun-20240303_163306_862036-5.log
768000,6083.08,112,14,5855,739.204,,2,40,runs--ultima01/run-20240303_163306_862036/try-02/output-srun-20240303_163306_862036-2.log
768000,6091.91,112,14,5855,738.133,,4,40,runs--ultima01/run-20240303_163303_862021/try-04/output-srun-20240303_163303_862021-4.log
768000,6094.38,112,14,5855,737.833,,6,40,runs--ultima01/run-20240303_163303_862021/try-06/output-srun-20240303_163303_862021-6.log
768000,6095.65,112,14,5855,737.68,,1,40,runs--ultima01/run-20240303_203001_862111/try-01/output-srun-20240303_203001_862111-1.log
768000,6098.47,112,14,5855,737.339,,1,40,runs--ultima01/run-20240303_163306_862036/try-01/output-srun-20240303_163306_862036-1.log
768000,6098.68,112,14,5855,737.314,,6,40,runs--ultima01/run-20240303_163306_862036/try-06/output-srun-20240303_163306_862036-6.log
768000,6100.71,56,7,5804,730.648,,3,40,runs--ultima01/run-20240303_183329_862068/try-03/output-srun-20240303_183329_862068-3.log
768000,6101.53,112,14,5855,736.97,,3,40,runs--ultima01/run-20240303_163306_862036/try-03/output-srun-20240303_163306_862036-3.log
768000,6105.35,112,14,5855,736.508,,5,40,runs--ultima01/run-20240303_163303_862021/try-05/output-srun-20240303_163303_862021-5.log
768000,6114.99,112,14,5855,735.347,,1,40,runs--ultima01/run-20240303_163303_862021/try-01/output-srun-20240303_163303_862021-1.log
768000,6117.69,112,14,5855,735.022,,4,40,runs--ultima01/run-20240303_203001_862111/try-04/output-srun-20240303_203001_862111-4.log
768000,6118.26,112,14,5855,734.954,,2,40,runs--ultima01/run-20240303_203001_862111/try-02/output-srun-20240303_203001_862111-2.log
768000,6121.02,56,7,5804,728.224,,5,40,runs--ultima01/run-20240303_183329_862068/try-05/output-srun-20240303_183329_862068-5.log
768000,6121.11,112,14,5855,734.612,,6,40,runs--ultima01/run-20240303_184704_862096/try-06/output-srun-20240303_184704_862096-6.log
768000,6121.49,112,14,5855,734.567,,2,40,runs--ultima01/run-20240303_163303_862021/try-02/output-srun-20240303_163303_862021-2.log
768000,6123.29,112,14,5855,734.35,,3,40,runs--ultima01/run-20240303_184704_862096/try-03/output-srun-20240303_184704_862096-3.log
768000,6123.47,112,14,5855,734.329,,6,40,runs--ultima01/run-20240303_203001_862111/try-06/output-srun-20240303_203001_862111-6.log
768000,6125.04,112,14,5855,734.141,,7,40,runs--ultima01/run-20240303_163303_862021/try-07/output-srun-20240303_163303_862021-7.log
768000,6126.3,112,14,5855,733.989,,7,40,runs--ultima01/run-20240303_163306_862036/try-07/output-srun-20240303_163306_862036-7.log
768000,6127.31,56,7,5804,727.476,,0,40,runs--ultima01/run-20240303_163306_862023/try-00/output-srun-20240303_163306_862023-0.log
768000,6128.39,112,14,5855,733.739,,6,40,runs--ultima01/run-20240303_163312_862051/try-06/output-srun-20240303_163312_862051-6.log
768000,6129.54,112,14,5855,733.602,,0,40,runs--ultima01/run-20240303_163306_862036/try-00/output-srun-20240303_163306_862036-0.log
768000,6130.31,56,7,5804,727.12,,0,40,runs--ultima01/run-20240303_183329_862068/try-00/output-srun-20240303_183329_862068-0.log
768000,6132.63,56,7,5804,726.846,,7,40,runs--ultima01/run-20240303_183329_862068/try-07/output-srun-20240303_183329_862068-7.log
768000,6134.7,112,14,5855,732.984,,0,40,runs--ultima01/run-20240303_203001_862111/try-00/output-srun-20240303_203001_862111-0.log
768000,6136.03,112,14,5855,732.826,,5,40,runs--ultima01/run-20240303_184704_862096/try-05/output-srun-20240303_184704_862096-5.log
768000,6140.32,112,14,5855,732.314,,2,40,runs--ultima01/run-20240303_184704_862096/try-02/output-srun-20240303_184704_862096-2.log
768000,6142.38,112,14,5855,732.068,,0,40,runs--ultima01/run-20240303_163303_862021/try-00/output-srun-20240303_163303_862021-0.log
768000,6143.54,56,7,5804,725.554,,2,40,runs--ultima01/run-20240303_183329_862068/try-02/output-srun-20240303_183329_862068-2.log
768000,6144.76,112,14,5855,731.785,,0,40,runs--ultima01/run-20240303_184704_862096/try-00/output-srun-20240303_184704_862096-0.log
768000,6145.17,56,7,5804,725.362,,4,40,runs--ultima01/run-20240303_183329_862068/try-04/output-srun-20240303_183329_862068-4.log
768000,6145.24,56,7,5804,725.354,,1,40,runs--ultima01/run-20240303_183329_862068/try-01/output-srun-20240303_183329_862068-1.log
768000,6145.67,112,14,5855,731.676,,4,40,runs--ultima01/run-20240303_184704_862096/try-04/output-srun-20240303_184704_862096-4.log
768000,6146.41,112,14,5855,731.588,,4,40,runs--ultima01/run-20240303_183205_862066/try-04/output-srun-20240303_183205_862066-4.log
768000,6147.32,112,14,5855,731.48,,7,40,runs--ultima01/run-20240303_183205_862066/try-07/output-srun-20240303_183205_862066-7.log
768000,6148.03,112,14,5855,731.395,,0,40,runs--ultima01/run-20240303_183205_862066/try-00/output-srun-20240303_183205_862066-0.log
768000,6152.13,112,14,5855,730.908,,0,40,runs--ultima01/run-20240303_163312_862051/try-00/output-srun-20240303_163312_862051-0.log
768000,6152.26,112,14,5855,730.892,,2,40,runs--ultima01/run-20240303_183205_862066/try-02/output-srun-20240303_183205_862066-2.log
768000,6153.59,112,14,5855,730.735,,1,40,runs--ultima01/run-20240303_183205_862066/try-01/output-srun-20240303_183205_862066-1.log
768000,6154.04,56,7,5804,724.317,,7,40,runs--ultima01/run-20240303_163306_862023/try-07/output-srun-20240303_163306_862023-7.log
768000,6154.33,112,14,5855,730.646,,1,40,runs--ultima01/run-20240303_184704_862096/try-01/output-srun-20240303_184704_862096-1.log
768000,6156.48,112,14,5855,730.391,,5,40,runs--ultima01/run-20240303_203001_862111/try-05/output-srun-20240303_203001_862111-5.log
768000,6158.78,112,14,5855,730.119,,3,40,runs--ultima01/run-20240303_183205_862066/try-03/output-srun-20240303_183205_862066-3.log
768000,6159.47,56,7,5804,723.677,,7,40,runs--ultima01/run-20240303_163309_862038/try-07/output-srun-20240303_163309_862038-7.log
768000,6159.66,112,14,5855,730.015,,5,40,runs--ultima01/run-20240303_183205_862066/try-05/output-srun-20240303_183205_862066-5.log
768000,6160.66,56,7,5804,723.538,,1,40,runs--ultima01/run-20240303_163309_862038/try-01/output-srun-20240303_163309_862038-1.log
768000,6161.29,112,14,5855,729.821,,3,40,runs--ultima01/run-20240303_203001_862111/try-03/output-srun-20240303_203001_862111-3.log
768000,6162.34,56,7,5804,723.34,,4,40,runs--ultima01/run-20240303_163309_862038/try-04/output-srun-20240303_163309_862038-4.log
768000,6162.79,112,14,5855,729.644,,6,40,runs--ultima01/run-20240303_183205_862066/try-06/output-srun-20240303_183205_862066-6.log
768000,6163.67,56,7,5804,723.185,,6,40,runs--ultima01/run-20240303_163309_862038/try-06/output-srun-20240303_163309_862038-6.log
768000,6163.73,56,7,5804,723.178,,7,40,runs--ultima01/run-20240303_185123_862098/try-07/output-srun-20240303_185123_862098-7.log
768000,6167.79,56,7,5804,722.701,,6,40,runs--ultima01/run-20240303_204721_862128/try-06/output-srun-20240303_204721_862128-6.log
768000,6169.26,56,7,5804,722.529,,4,40,runs--ultima01/run-20240303_204721_862128/try-04/output-srun-20240303_204721_862128-4.log
768000,6169.74,56,7,5804,722.474,,2,40,runs--ultima01/run-20240303_163309_862038/try-02/output-srun-20240303_163309_862038-2.log
768000,6171.37,56,7,5804,722.282,,5,40,runs--ultima01/run-20240303_185123_862098/try-05/output-srun-20240303_185123_862098-5.log
768000,6171.77,112,14,5855,728.581,,7,40,runs--ultima01/run-20240303_184704_862096/try-07/output-srun-20240303_184704_862096-7.log
768000,6171.83,56,7,5804,722.229,,4,40,runs--ultima01/run-20240303_163306_862023/try-04/output-srun-20240303_163306_862023-4.log
768000,6173.35,56,7,5804,722.051,,6,40,runs--ultima01/run-20240303_185123_862098/try-06/output-srun-20240303_185123_862098-6.log
768000,6174.08,56,7,5804,721.965,,7,40,runs--ultima01/run-20240303_163312_862053/try-07/output-srun-20240303_163312_862053-7.log
768000,6175.88,112,14,5855,728.097,,4,40,runs--ultima01/run-20240303_163312_862051/try-04/output-srun-20240303_163312_862051-4.log
768000,6176.23,56,7,5804,721.714,,0,40,runs--ultima01/run-20240303_204721_862128/try-00/output-srun-20240303_204721_862128-0.log
768000,6176.49,56,7,5804,721.684,,6,40,runs--ultima01/run-20240303_163306_862023/try-06/output-srun-20240303_163306_862023-6.log
768000,6178.5,112,14,5855,727.789,,7,40,runs--ultima01/run-20240303_163312_862051/try-07/output-srun-20240303_163312_862051-7.log
