Cells,FOM (k-cell-steps/sec),Ranks,Ranks/Domain,Steps,Time (sec),MaxRSS (GiB),Try,Size,File
768000,6178.63,56,7,5804,721.433,,3,40,runs--ultima01/run-20240303_185123_862098/try-03/output-srun-20240303_185123_862098-3.log
768000,6180.66,56,7,5804,721.197,,5,40,runs--ultima01/run-20240303_163309_862038/try-05/output-srun-20240303_163309_862038-5.log
768000,6182.83,112,14,5855,727.278,,5,40,runs--ultima01/run-20240303_163312_862051/try-05/output-srun-20240303_163312_862051-5.log
768000,6183.1,112,14,5855,727.247,,7,40,runs--ultima01/run-20240303_203001_862111/try-07/output-srun-20240303_203001_862111-7.log
768000,6184.55,56,7,5804,720.743,,5,40,runs--ultima01/run-20240303_204721_862128/try-05/output-srun-20240303_204721_862128-5.log
768000,6184.98,112,14,5855,727.026,,3,40,runs--ultima01/run-20240303_163312_862051/try-03/output-srun-20240303_163312_862051-3.log
768000,6185.78,56,7,5804,720.6,,4,40,runs--ultima01/run-20240303_185123_862098/try-04/output-srun-20240303_185123_862098-4.log
768000,6190.29,56,7,5804,720.075,,3,40,runs--ultima01/run-20240303_204721_862128/try-03/output-srun-20240303_204721_862128-3.log
768000,6190.44,56,7,5804,720.057,,0,40,runs--ultima01/run-20240303_163309_862038/try-00/output-srun-20240303_163309_862038-0.log
768000,6190.44,56,7,5804,720.058,,1,40,runs--ultima01/run-20240303_163312_862053/try-01/output-srun-20240303_163312_862053-1.log
768000,6190.68,112,14,5855,726.356,,2,40,runs--ultima01/run-20240303_163312_862051/try-02/output-srun-20240303_163312_862051-2.log
768000,6191.5,56,7,5804,719.934,,0,40,runs--ultima01/run-20240303_185123_862098/try-00/output-srun-20240303_185123_862098-0.log
768000,6191.78,56,7,5804,719.901,,3,40,runs--ultima01/run-20240303_163309_862038/try-03/output-srun-20240303_163309_862038-3.log
768000,6193.87,56,7,5804,719.659,,2,40,runs--ultima01/run-20240303_163306_862023/try-02/output-srun-20240303_163306_862023-2.log
768000,6194.71,56,7,5804,719.561,,7,40,runs--ultima01/run-20240303_204721_862128/try-07/output-srun-20240303_204721_862128-7.log
768000,6194.73,56,7,5804,719.559,,1,40,runs--ultima01/run-20240303_204721_862128/try-01/output-srun-20240303_204721_862128-1.log
768000,6202.79,56,7,5804,718.624,,1,40,runs--ultima01/run-20240303_163306_862023/try-01/output-srun-20240303_163306_862023-1.log
768000,6205.5,56,7,5804,718.31,,5,40,runs--ultima01/run-20240303_163306_862023/try-05/output-srun-20240303_163306_862023-5.log
768000,6205.05,56,7,5804,718.362,,3,40,runs--ultima01/run-20240303_163306_862023/try-03/output-srun-20240303_163306_862023-3.log
768000,6206.68,56,7,5804,718.173,,2,40,runs--ultima01/run-20240303_185123_862098/try-02/output-srun-20240303_185123_862098-2.log
768000,6210.76,56,7,5804,717.701,,1,40,runs--ultima01/run-20240303_185123_862098/try-01/output-srun-20240303_185123_862098-1.log
768000,6212.44,112,14,5855,723.812,,1,40,runs--ultima01/run-20240303_163312_862051/try-01/output-srun-20240303_163312_862051-1.log
768000,6214.78,56,7,5804,717.237,,2,40,runs--ultima01/run-20240303_204721_862128/try-02/output-srun-20240303_204721_862128-2.log
768000,6220.8,56,7,5804,716.543,,5,40,runs--ultima01/run-20240303_163312_862053/try-05/output-srun-20240303_163312_862053-5.log
768000,6220.46,56,7,5804,716.582,,4,40,runs--ultima01/run-20240303_163312_862053/try-04/output-srun-20240303_163312_862053-4.log
768000,6220.87,56,7,5804,716.535,,6,40,runs--ultima01/run-20240303_184036_862083/try-06/output-srun-20240303_184036_862083-6.log
768000,6221.05,56,7,5804,716.515,,0,40,runs--ultima01/run-20240303_163312_862053/try-00/output-srun-20240303_163312_862053-0.log
768000,6224.11,56,7,5804,716.162,,3,40,runs--ultima01/run-20240303_163312_862053/try-03/output-srun-20240303_163312_862053-3.log
768000,6230.38,56,7,5804,715.442,,7,40,runs--ultima01/run-20240303_184036_862083/try-07/output-srun-20240303_184036_862083-7.log
768000,6238.38,56,7,5804,714.524,,1,40,runs--ultima01/run-20240303_184036_862083/try-01/output-srun-20240303_184036_862083-1.log
768000,6239.74,56,7,5804,714.369,,0,40,runs--ultima01/run-20240303_184036_862083/try-00/output-srun-20240303_184036_862083-0.log
768000,6242.93,56,7,5804,714.003,,6,40,runs--ultima01/run-20240303_163312_862053/try-06/output-srun-20240303_163312_862053-6.log
768000,6243.26,56,7,5804,713.965,,2,40,runs--ultima01/run-20240303_163312_862053/try-02/output-srun-20240303_163312_862053-2.log
768000,6251.19,56,7,5804,713.06,,3,40,runs--ultima01/run-20240303_184036_862083/try-03/output-srun-20240303_184036_862083-3.log
768000,6259.1,56,7,5804,712.159,,2,40,runs--ultima01/run-20240303_184036_862083/try-02/output-srun-20240303_184036_862083-2.log
768000,6266.45,56,7,5804,711.324,,4,40,runs--ultima01/run-20240303_184036_862083/try-04/output-srun-20240303_184036_862083-4.log
768000,6267.86,56,7,5804,711.164,,0,40,runs--ultima01/run-20240303_205955_862146/try-00/output-srun-20240303_205955_862146-0.log
768000,6268.14,112,14,5855,717.38,,0,40,runs--ultima01/run-20240303_205837_862144/try-00/output-srun-20240303_205837_862144-0.log
768000,6270.83,112,14,5855,717.073,,0,40,runs--ultima01/run-20240303_204546_862126/try-00/output-srun-20240303_204546_862126-0.log
768000,6275.48,56,7,5804,710.3,,5,40,runs--ultima01/run-20240303_184036_862083/try-05/output-srun-20240303_184036_862083-5.log
768000,6287.74,112,14,5855,715.144,,7,40,runs--ultima01/run-20240303_204546_862126/try-07/output-srun-20240303_204546_862126-7.log
768000,6291.51,112,14,5855,714.716,,5,40,runs--ultima01/run-20240303_204546_862126/try-05/output-srun-20240303_204546_862126-5.log
768000,6298.69,112,14,5855,713.9,,4,40,runs--ultima01/run-20240303_204546_862126/try-04/output-srun-20240303_204546_862126-4.log
768000,6300.74,112,14,5855,713.668,,3,40,runs--ultima01/run-20240303_204546_862126/try-03/output-srun-20240303_204546_862126-3.log
768000,6303.94,112,14,5855,713.307,,2,40,runs--ultima01/run-20240303_204546_862126/try-02/output-srun-20240303_204546_862126-2.log
768000,6306.59,112,14,5855,713.007,,1,40,runs--ultima01/run-20240303_204546_862126/try-01/output-srun-20240303_204546_862126-1.log
768000,6311.29,112,14,5855,712.476,,6,40,runs--ultima01/run-20240303_204546_862126/try-06/output-srun-20240303_204546_862126-6.log
768000,6333.25,88,11,6019,729.893,,1,40,runs--ultima01/run-20240303_163309_862037/try-01/output-srun-20240303_163309_862037-1.log
768000,6336.18,88,11,6019,729.555,,2,40,runs--ultima01/run-20240303_163309_862037/try-02/output-srun-20240303_163309_862037-2.log
768000,6338.55,88,11,6019,729.282,,7,40,runs--ultima01/run-20240303_163309_862037/try-07/output-srun-20240303_163309_862037-7.log
768000,6342.13,88,11,6019,728.871,,0,40,runs--ultima01/run-20240303_163309_862037/try-00/output-srun-20240303_163309_862037-0.log
768000,6346.14,88,11,6019,728.411,,6,40,runs--ultima01/run-20240303_163309_862037/try-06/output-srun-20240303_163309_862037-6.log
768000,6351.09,88,11,6019,727.842,,4,40,runs--ultima01/run-20240303_163309_862037/try-04/output-srun-20240303_163309_862037-4.log
768000,6367.17,88,11,6019,726.005,,3,40,runs--ultima01/run-20240303_163309_862037/try-03/output-srun-20240303_163309_862037-3.log
768000,6375.74,88,11,6019,725.029,,5,40,runs--ultima01/run-20240303_163309_862037/try-05/output-srun-20240303_163309_862037-5.log
768000,6384.86,88,11,6019,723.993,,4,40,runs--ultima01/run-20240303_184011_862082/try-04/output-srun-20240303_184011_862082-4.log
768000,6390.19,88,11,6019,723.388,,2,40,runs--ultima01/run-20240303_184011_862082/try-02/output-srun-20240303_184011_862082-2.log
768000,6393.65,88,11,6019,722.997,,5,40,runs--ultima01/run-20240303_184011_862082/try-05/output-srun-20240303_184011_862082-5.log
768000,6402.47,88,11,6019,722.001,,0,40,runs--ultima01/run-20240303_184011_862082/try-00/output-srun-20240303_184011_862082-0.log
768000,6404.54,88,11,6019,721.768,,1,40,runs--ultima01/run-20240303_184011_862082/try-01/output-srun-20240303_184011_862082-1.log
768000,6408.3,88,11,6019,721.345,,7,40,runs--ultima01/run-20240303_184011_862082/try-07/output-srun-20240303_184011_862082-7.log
768000,6411.39,88,11,6019,720.997,,6,40,runs--ultima01/run-20240303_184011_862082/try-06/output-srun-20240303_184011_862082-6.log
768000,6416.18,88,11,6019,720.459,,6,40,runs--ultima01/run-20240303_163303_862022/try-06/output-srun-20240303_163303_862022-6.log
768000,6418.98,88,11,6019,720.144,,6,40,runs--ultima01/run-20240303_183317_862067/try-06/output-srun-20240303_183317_862067-6.log
768000,6427.37,88,11,6019,719.204,,5,40,runs--ultima01/run-20240303_204638_862127/try-05/output-srun-20240303_204638_862127-5.log
768000,6432.22,88,11,6019,718.662,,5,40,runs--ultima01/run-20240303_163303_862022/try-05/output-srun-20240303_163303_862022-5.log
768000,6436.12,88,11,6019,718.227,,7,40,runs--ultima01/run-20240303_183317_862067/try-07/output-srun-20240303_183317_862067-7.log
768000,6437.31,88,11,6019,718.093,,6,40,runs--ultima01/run-20240303_204638_862127/try-06/output-srun-20240303_204638_862127-6.log
768000,6437.64,88,11,6019,718.057,,3,40,runs--ultima01/run-20240303_184011_862082/try-03/output-srun-20240303_184011_862082-3.log
768000,6439.14,88,11,6019,717.889,,6,40,runs--ultima01/run-20240303_163312_862052/try-06/output-srun-20240303_163312_862052-6.log
768000,6440.38,88,11,6019,717.752,,0,40,runs--ultima01/run-20240303_204638_862127/try-00/output-srun-20240303_204638_862127-0.log
768000,6440.89,88,11,6019,717.695,,3,40,runs--ultima01/run-20240303_183317_862067/try-03/output-srun-20240303_183317_862067-3.log
768000,6441.77,88,11,6019,717.596,,2,40,runs--ultima01/run-20240303_163303_862022/try-02/output-srun-20240303_163303_862022-2.log
768000,6444.39,88,11,6019,717.305,,5,40,runs--ultima01/run-20240303_183317_862067/try-05/output-srun-20240303_183317_862067-5.log
768000,6444.55,88,11,6019,717.287,,2,40,runs--ultima01/run-20240303_183317_862067/try-02/output-srun-20240303_183317_862067-2.log
768000,6444.62,88,11,6019,717.279,,4,40,runs--ultima01/run-20240303_163312_862052/try-04/output-srun-20240303_163312_862052-4.log
768000,6444.91,88,11,6019,717.247,,1,40,runs--ultima01/run-20240303_204638_862127/try-01/output-srun-20240303_204638_862127-1.log
768000,6446.04,88,11,6019,717.122,,2,40,runs--ultima01/run-20240303_204638_862127/try-02/output-srun-20240303_204638_862127-2.log
768000,6446.7,88,11,6019,717.048,,0,40,runs--ultima01/run-20240303_163312_862052/try-00/output-srun-20240303_163312_862052-0.log
768000,6446.67,88,11,6019,717.051,,1,40,runs--ultima01/run-20240303_183317_862067/try-01/output-srun-20240303_183317_862067-1.log
768000,6447.15,88,11,6019,716.998,,7,40,runs--ultima01/run-20240303_204638_862127/try-07/output-srun-20240303_204638_862127-7.log
768000,6447.64,88,11,6019,716.943,,4,40,runs--ultima01/run-20240303_204638_862127/try-04/output-srun-20240303_204638_862127-4.log
768000,6448.29,88,11,6019,716.871,,5,40,runs--ultima01/run-20240303_163312_862052/try-05/output-srun-20240303_163312_862052-5.log
768000,6448.87,88,11,6019,716.807,,6,40,runs--ultima01/run-20240303_203132_862112/try-06/output-srun-20240303_203132_862112-6.log
768000,6449.22,88,11,6019,716.768,,4,40,runs--ultima01/run-20240303_183317_862067/try-04/output-srun-20240303_183317_862067-4.log
768000,6450.07,88,11,6019,716.673,,2,40,runs--ultima01/run-20240303_163312_862052/try-02/output-srun-20240303_163312_862052-2.log
768000,6450.64,88,11,6019,716.609,,4,40,runs--ultima01/run-20240303_163303_862022/try-04/output-srun-20240303_163303_862022-4.log
768000,6453.13,88,11,6019,716.334,,3,40,runs--ultima01/run-20240303_163312_862052/try-03/output-srun-20240303_163312_862052-3.log
768000,6453.52,88,11,6019,716.291,,1,40,runs--ultima01/run-20240303_163303_862022/try-01/output-srun-20240303_163303_862022-1.log
768000,6454.93,88,11,6019,716.134,,7,40,runs--ultima01/run-20240303_163312_862052/try-07/output-srun-20240303_163312_862052-7.log
768000,6459.71,88,11,6019,715.604,,7,40,runs--ultima01/run-20240303_163303_862022/try-07/output-srun-20240303_163303_862022-7.log
768000,6461.2,88,11,6019,715.439,,1,40,runs--ultima01/run-20240303_163312_862052/try-01/output-srun-20240303_163312_862052-1.log
768000,6465.07,88,11,6019,715.01,,0,40,runs--ultima01/run-20240303_203132_862112/try-00/output-srun-20240303_203132_862112-0.log
768000,6465.17,88,11,6019,714.999,,0,40,runs--ultima01/run-20240303_183317_862067/try-00/output-srun-20240303_183317_862067-0.log
768000,6467.47,88,11,6019,714.745,,0,40,runs--ultima01/run-20240303_163303_862022/try-00/output-srun-20240303_163303_862022-0.log
768000,6467.74,88,11,6019,714.715,,3,40,runs--ultima01/run-20240303_163303_862022/try-03/output-srun-20240303_163303_862022-3.log
768000,6468.88,88,11,6019,714.589,,3,40,runs--ultima01/run-20240303_204638_862127/try-03/output-srun-20240303_204638_862127-3.log
768000,6469.74,88,11,6019,714.494,,7,40,runs--ultima01/run-20240303_203132_862112/try-07/output-srun-20240303_203132_862112-7.log
768000,6471.16,88,11,6019,714.337,,2,40,runs--ultima01/run-20240303_203132_862112/try-02/output-srun-20240303_203132_862112-2.log
768000,6471.52,88,11,6019,714.297,,1,40,runs--ultima01/run-20240303_203132_862112/try-01/output-srun-20240303_203132_862112-1.log
768000,6475.39,88,11,6019,713.871,,5,40,runs--ultima01/run-20240303_203132_862112/try-05/output-srun-20240303_203132_862112-5.log
768000,6481.35,88,11,6019,713.215,,2,40,runs--ultima01/run-20240303_185045_862097/try-02/output-srun-20240303_185045_862097-2.log
768000,6485.3,88,11,6019,712.78,,5,40,runs--ultima01/run-20240303_185045_862097/try-05/output-srun-20240303_185045_862097-5.log
768000,6486.79,88,11,6019,712.616,,1,40,runs--ultima01/run-20240303_185045_862097/try-01/output-srun-20240303_185045_862097-1.log
768000,6488.97,88,11,6019,712.377,,0,40,runs--ultima01/run-20240303_185045_862097/try-00/output-srun-20240303_185045_862097-0.log
768000,6491.41,88,11,6019,712.109,,4,40,runs--ultima01/run-20240303_203132_862112/try-04/output-srun-20240303_203132_862112-4.log
768000,6491.99,88,11,6019,712.045,,4,40,runs--ultima01/run-20240303_185045_862097/try-04/output-srun-20240303_185045_862097-4.log
768000,6494.83,88,11,6019,711.735,,7,40,runs--ultima01/run-20240303_185045_862097/try-07/output-srun-20240303_185045_862097-7.log
768000,6499.42,88,11,6019,711.231,,0,40,runs--ultima01/run-20240303_205853_862145/try-00/output-srun-20240303_205853_862145-0.log
768000,6504.64,88,11,6019,710.661,,6,40,runs--ultima01/run-20240303_185045_862097/try-06/output-srun-20240303_185045_862097-6.log
768000,6511.67,88,11,6019,709.893,,3,40,runs--ultima01/run-20240303_203132_862112/try-03/output-srun-20240303_203132_862112-3.log
768000,6517.25,88,11,6019,709.285,,3,40,runs--ultima01/run-20240303_185045_862097/try-03/output-srun-20240303_185045_862097-3.log
2592000,184.455,8,1,421,5915.98,,0,60,runs--ultima01/run-20240303_163308_862035/try-00/output-srun-20240303_163308_862035-0.log
2592000,1503.8,8,1,421,725.648,,4,60,runs--ultima01/run-20240303_184700_862095/try-04/output-srun-20240303_184700_862095-4.log
2592000,1505.84,8,1,421,724.665,,3,60,runs--ultima01/run-20240303_184700_862095/try-03/output-srun-20240303_184700_862095-3.log
2592000,1507.98,8,1,421,723.637,,5,60,runs--ultima01/run-20240303_184700_862095/try-05/output-srun-20240303_184700_862095-5.log
2592000,1507.99,8,1,421,723.633,,5,60,runs--ultima01/run-20240303_204529_862125/try-05/output-srun-20240303_204529_862125-5.log
2592000,1509.19,8,1,421,723.06,,6,60,runs--ultima01/run-20240303_204529_862125/try-06/output-srun-20240303_204529_862125-6.log
2592000,1509.52,8,1,421,722.901,,0,60,runs--ultima01/run-20240303_204529_862125/try-00/output-srun-20240303_204529_862125-0.log
2592000,1509.64,8,1,421,722.844,,1,60,runs--ultima01/run-20240303_184700_862095/try-01/output-srun-20240303_184700_862095-1.log
2592000,1510.78,8,1,421,722.295,,1,60,runs--ultima01/run-20240303_163303_862020/try-01/output-srun-20240303_163303_862020-1.log
2592000,1511.44,8,1,421,721.984,,5,60,runs--ultima01/run-20240303_163303_862020/try-05/output-srun-20240303_163303_862020-5.log
2592000,1511.75,8,1,421,721.834,,6,60,runs--ultima01/run-20240303_184700_862095/try-06/output-srun-20240303_184700_862095-6.log
2592000,1511.81,8,1,421,721.807,,7,60,runs--ultima01/run-20240303_184700_862095/try-07/output-srun-20240303_184700_862095-7.log
2592000,1512.6,8,1,421,721.429,,0,60,runs--ultima01/run-20240303_202931_862110/try-00/output-srun-20240303_202931_862110-0.log
2592000,1512.48,8,1,421,721.486,,7,60,runs--ultima01/run-20240303_183958_862080/try-07/output-srun-20240303_183958_862080-7.log
2592000,1512.89,8,1,421,721.291,,2,60,runs--ultima01/run-20240303_184700_862095/try-02/output-srun-20240303_184700_862095-2.log
2592000,1513.74,8,1,421,720.883,,0,60,runs--ultima01/run-20240303_183958_862080/try-00/output-srun-20240303_183958_862080-0.log
2592000,1514.85,8,1,421,720.357,,5,60,runs--ultima01/run-20240303_183134_862065/try-05/output-srun-20240303_183134_862065-5.log
2592000,1514.93,8,1,421,720.32,,4,60,runs--ultima01/run-20240303_204529_862125/try-04/output-srun-20240303_204529_862125-4.log
2592000,1515.77,8,1,421,719.921,,1,60,runs--ultima01/run-20240303_204529_862125/try-01/output-srun-20240303_204529_862125-1.log
2592000,1516.25,8,1,421,719.693,,2,60,runs--ultima01/run-20240303_202931_862110/try-02/output-srun-20240303_202931_862110-2.log
2592000,1516.55,8,1,421,719.548,,7,60,runs--ultima01/run-20240303_204529_862125/try-07/output-srun-20240303_204529_862125-7.log
2592000,1517.53,8,1,421,719.083,,6,60,runs--ultima01/run-20240303_163303_862020/try-06/output-srun-20240303_163303_862020-6.log
2592000,1517.73,8,1,421,718.99,,0,60,runs--ultima01/run-20240303_184700_862095/try-00/output-srun-20240303_184700_862095-0.log
2592000,1517.82,8,1,421,718.947,,6,60,runs--ultima01/run-20240303_163309_862050/try-06/output-srun-20240303_163309_862050-6.log
2592000,1518.04,8,1,421,718.843,,7,60,runs--ultima01/run-20240303_163303_862020/try-07/output-srun-20240303_163303_862020-7.log
2592000,1521.99,8,1,421,716.977,,0,60,runs--ultima01/run-20240303_183134_862065/try-00/output-srun-20240303_183134_862065-0.log
2592000,1522.51,8,1,421,716.734,,2,60,runs--ultima01/run-20240303_183958_862080/try-02/output-srun-20240303_183958_862080-2.log
2592000,1522.65,8,1,421,716.665,,7,60,runs--ultima01/run-20240303_202931_862110/try-07/output-srun-20240303_202931_862110-7.log
2592000,1522.82,8,1,421,716.588,,2,60,runs--ultima01/run-20240303_204529_862125/try-02/output-srun-20240303_204529_862125-2.log
2592000,1522.96,8,1,421,716.521,,6,60,runs--ultima01/run-20240303_202931_862110/try-06/output-srun-20240303_202931_862110-6.log
2592000,1523.09,8,1,421,716.459,,7,60,runs--ultima01/run-20240303_183134_862065/try-07/output-srun-20240303_183134_862065-7.log
2592000,1523.84,8,1,421,716.106,,3,60,runs--ultima01/run-20240303_163303_862020/try-03/output-srun-20240303_163303_862020-3.log
2592000,1524.01,8,1,421,716.027,,6,60,runs--ultima01/run-20240303_183958_862080/try-06/output-srun-20240303_183958_862080-6.log
2592000,1524.53,8,1,421,715.782,,1,60,runs--ultima01/run-20240303_183958_862080/try-01/output-srun-20240303_183958_862080-1.log
2592000,1524.69,8,1,421,715.71,,5,60,runs--ultima01/run-20240303_202931_862110/try-05/output-srun-20240303_202931_862110-5.log
2592000,1524.82,8,1,421,715.646,,3,60,runs--ultima01/run-20240303_183134_862065/try-03/output-srun-20240303_183134_862065-3.log
2592000,1525.26,8,1,421,715.441,,3,60,runs--ultima01/run-20240303_183958_862080/try-03/output-srun-20240303_183958_862080-3.log
2592000,1526.04,8,1,421,715.073,,6,60,runs--ultima01/run-20240303_183134_862065/try-06/output-srun-20240303_183134_862065-6.log
2592000,1526.25,8,1,421,714.974,,1,60,runs--ultima01/run-20240303_202931_862110/try-01/output-srun-20240303_202931_862110-1.log
2592000,1526.34,8,1,421,714.935,,3,60,runs--ultima01/run-20240303_202931_862110/try-03/output-srun-20240303_202931_862110-3.log
2592000,1526.36,8,1,421,714.925,,4,60,runs--ultima01/run-20240303_202931_862110/try-04/output-srun-20240303_202931_862110-4.log
2592000,1526.85,8,1,421,714.694,,2,60,runs--ultima01/run-20240303_163303_862020/try-02/output-srun-20240303_163303_862020-2.log
2592000,1527.01,8,1,421,714.62,,5,60,runs--ultima01/run-20240303_183958_862080/try-05/output-srun-20240303_183958_862080-5.log
2592000,1527.22,8,1,421,714.522,,4,60,runs--ultima01/run-20240303_163303_862020/try-04/output-srun-20240303_163303_862020-4.log
2592000,1527.53,8,1,421,714.375,,4,60,runs--ultima01/run-20240303_163309_862050/try-04/output-srun-20240303_163309_862050-4.log
2592000,1527.57,8,1,421,714.359,,1,60,runs--ultima01/run-20240303_163309_862050/try-01/output-srun-20240303_163309_862050-1.log
2592000,1527.86,8,1,421,714.222,,3,60,runs--ultima01/run-20240303_163309_862050/try-03/output-srun-20240303_163309_862050-3.log
2592000,1528.13,8,1,421,714.095,,3,60,runs--ultima01/run-20240303_204529_862125/try-03/output-srun-20240303_204529_862125-3.log
2592000,1528.23,8,1,421,714.049,,4,60,runs--ultima01/run-20240303_183134_862065/try-04/output-srun-20240303_183134_862065-4.log
2592000,1528.32,8,1,421,714.006,,2,60,runs--ultima01/run-20240303_183134_862065/try-02/output-srun-20240303_183134_862065-2.log
2592000,1528.36,8,1,421,713.989,,4,60,runs--ultima01/run-20240303_183958_862080/try-04/output-srun-20240303_183958_862080-4.log
2592000,1529.57,8,1,421,713.424,,0,60,runs--ultima01/run-20240303_163303_862020/try-00/output-srun-20240303_163303_862020-0.log
2592000,1529.95,8,1,421,713.245,,1,60,runs--ultima01/run-20240303_183134_862065/try-01/output-srun-20240303_183134_862065-1.log
2592000,1530.68,8,1,421,712.908,,7,60,runs--ultima01/run-20240303_163309_862050/try-07/output-srun-20240303_163309_862050-7.log
2592000,1531.27,8,1,421,712.632,,0,60,runs--ultima01/run-20240303_163309_862050/try-00/output-srun-20240303_163309_862050-0.log
2592000,1531.64,8,1,421,712.458,,5,60,runs--ultima01/run-20240303_163309_862050/try-05/output-srun-20240303_163309_862050-5.log
2592000,1534.33,8,1,421,711.213,,0,60,runs--ultima01/run-20240303_205734_862143/try-00/output-srun-20240303_205734_862143-0.log
2592000,1536.37,8,1,421,710.265,,2,60,runs--ultima01/run-20240303_163309_862050/try-02/output-srun-20240303_163309_862050-2.log
2592000,4628.38,32,4,1285,719.629,,5,60,runs--ultima01/run-20240303_191810_862109/try-05/output-srun-20240303_191810_862109-5.log
2592000,4630.1,32,4,1285,719.363,,4,60,runs--ultima01/run-20240303_183109_862064/try-04/output-srun-20240303_183109_862064-4.log
2592000,4633.2,32,4,1285,718.881,,0,60,runs--ultima01/run-20240303_163306_862034/try-00/output-srun-20240303_163306_862034-0.log
2592000,4635.78,32,4,1285,718.481,,6,60,runs--ultima01/run-20240303_163306_862034/try-06/output-srun-20240303_163306_862034-6.log
2592000,4644.09,32,4,1285,717.195,,1,60,runs--ultima01/run-20240303_163303_862019/try-01/output-srun-20240303_163303_862019-1.log
2592000,4646.14,32,4,1285,716.879,,0,60,runs--ultima01/run-20240303_184650_862094/try-00/output-srun-20240303_184650_862094-0.log
2592000,4646.61,32,4,1285,716.806,,4,60,runs--ultima01/run-20240303_191810_862109/try-04/output-srun-20240303_191810_862109-4.log
2592000,4646.81,32,4,1285,716.776,,6,60,runs--ultima01/run-20240303_191810_862109/try-06/output-srun-20240303_191810_862109-6.log
2592000,4648.45,32,4,1285,716.523,,7,60,runs--ultima01/run-20240303_163303_862019/try-07/output-srun-20240303_163303_862019-7.log
2592000,4648.55,32,4,1285,716.507,,1,60,runs--ultima01/run-20240303_204528_862124/try-01/output-srun-20240303_204528_862124-1.log
2592000,4650.3,32,4,1285,716.238,,2,60,runs--ultima01/run-20240303_183109_862064/try-02/output-srun-20240303_183109_862064-2.log
2592000,4651.34,32,4,1285,716.077,,6,60,runs--ultima01/run-20240303_183109_862064/try-06/output-srun-20240303_183109_862064-6.log
2592000,4652.34,32,4,1285,715.924,,0,60,runs--ultima01/run-20240303_183941_862079/try-00/output-srun-20240303_183941_862079-0.log
2592000,4653.43,32,4,1285,715.756,,4,60,runs--ultima01/run-20240303_184650_862094/try-04/output-srun-20240303_184650_862094-4.log
2592000,4654.52,32,4,1285,715.588,,0,60,runs--ultima01/run-20240303_163303_862019/try-00/output-srun-20240303_163303_862019-0.log
2592000,4654.58,32,4,1285,715.579,,3,60,runs--ultima01/run-20240303_183109_862064/try-03/output-srun-20240303_183109_862064-3.log
2592000,4654.91,32,4,1285,715.529,,2,60,runs--ultima01/run-20240303_163306_862034/try-02/output-srun-20240303_163306_862034-2.log
2592000,4657.23,32,4,1285,715.172,,5,60,runs--ultima01/run-20240303_183109_862064/try-05/output-srun-20240303_183109_862064-5.log
2592000,4658.31,32,4,1285,715.006,,5,60,runs--ultima01/run-20240303_163303_862019/try-05/output-srun-20240303_163303_862019-5.log
2592000,4662.03,32,4,1285,714.436,,2,60,runs--ultima01/run-20240303_183941_862079/try-02/output-srun-20240303_183941_862079-2.log
2592000,4664.71,32,4,1285,714.025,,6,60,runs--ultima01/run-20240303_163303_862019/try-06/output-srun-20240303_163303_862019-6.log
2592000,4667.41,32,4,1285,713.611,,3,60,runs--ultima01/run-20240303_163303_862019/try-03/output-srun-20240303_163303_862019-3.log
2592000,4667.97,32,4,1285,713.526,,4,60,runs--ultima01/run-20240303_163306_862034/try-04/output-srun-20240303_163306_862034-4.log
2592000,4668.8,32,4,1285,713.4,,0,60,runs--ultima01/run-20240303_163309_862049/try-00/output-srun-20240303_163309_862049-0.log
2592000,4668.16,32,4,1285,713.497,,3,60,runs--ultima01/run-20240303_163306_862034/try-03/output-srun-20240303_163306_862034-3.log
2592000,4671.15,32,4,1285,713.041,,5,60,runs--ultima01/run-20240303_184650_862094/try-05/output-srun-20240303_184650_862094-5.log
2592000,4671.75,32,4,1285,712.949,,2,60,runs--ultima01/run-20240303_191810_862109/try-02/output-srun-20240303_191810_862109-2.log
2592000,4673.4,32,4,1285,712.698,,3,60,runs--ultima01/run-20240303_163309_862049/try-03/output-srun-20240303_163309_862049-3.log
2592000,4673.06,32,4,1285,712.749,,6,60,runs--ultima01/run-20240303_184650_862094/try-06/output-srun-20240303_184650_862094-6.log
2592000,4675.11,32,4,1285,712.436,,7,60,runs--ultima01/run-20240303_183941_862079/try-07/output-srun-20240303_183941_862079-7.log
2592000,4676.74,32,4,1285,712.188,,7,60,runs--ultima01/run-20240303_184650_862094/try-07/output-srun-20240303_184650_862094-7.log
2592000,4677.29,32,4,1285,712.105,,0,60,runs--ultima01/run-20240303_183109_862064/try-00/output-srun-20240303_183109_862064-0.log
2592000,4678.8,32,4,1285,711.875,,3,60,runs--ultima01/run-20240303_191810_862109/try-03/output-srun-20240303_191810_862109-3.log
2592000,4678.22,32,4,1285,711.963,,7,60,runs--ultima01/run-20240303_183109_862064/try-07/output-srun-20240303_183109_862064-7.log
2592000,4678.45,32,4,1285,711.929,,2,60,runs--ultima01/run-20240303_163303_862019/try-02/output-srun-20240303_163303_862019-2.log
2592000,4678.58,32,4,1285,711.909,,1,60,runs--ultima01/run-20240303_183941_862079/try-01/output-srun-20240303_183941_862079-1.log
2592000,4679.31,32,4,1285,711.798,,6,60,runs--ultima01/run-20240303_163309_862049/try-06/output-srun-20240303_163309_862049-6.log
