FOM,NumRanks,RanksPerDomain,Steps,Time (sec),MaxRSS (GiB),Try,Size,File
0.5816821252260753,8,1,421,723.763,45.491129302978514,0,60,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442425/try-00/output-srun-20231204_235714_442425-0.log
0.36839171491172396,8,1,267,724.772,73.07505493164062,0,70,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442420/try-00/output-srun-20231204_235714_442420-0.log
1.318421151525527,112,14,1263,957.964,90.48716583251952,0,70,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235711_442416/try-00/output-srun-20231204_235711_442416-0.log
1.650258683586433,56,7,1192,722.311,88.66443252563477,0,70,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235711_442418/try-00/output-srun-20231204_235711_442418-0.log
1.1226106504229145,32,4,812,723.314,79.351611328125,0,70,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442419/try-00/output-srun-20231204_235714_442419-0.log
1.7814883260525685,32,4,1285,721.307,49.74226379394531,0,60,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442424/try-00/output-srun-20231204_235714_442424-0.log
2.1068750446514626,8,1,1563,741.857,14.063874053955079,0,40,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442430/try-00/output-srun-20231204_235714_442430-0.log
2.1322522173485905,88,11,1541,722.71,92.2584129333496,0,70,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235711_442417/try-00/output-srun-20231204_235711_442417-0.log
2.8802698145025296,56,7,2135,741.25,54.826985168457036,0,60,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442423/try-00/output-srun-20231204_235714_442423-0.log
3.238722379861186,88,11,2349,725.286,61.43948822021484,0,60,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442422/try-00/output-srun-20231204_235714_442422-0.log
3.4770563157446412,112,14,2490,716.123,62.39728393554687,0,60,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442421/try-00/output-srun-20231204_235714_442421-0.log
6.468235208060437,32,4,4775,738.223,17.055126953125,0,40,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442429/try-00/output-srun-20231204_235714_442429-0.log
7.817561497297391,56,7,5804,742.431,21.522559356689452,0,40,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442428/try-00/output-srun-20231204_235714_442428-0.log
8.056042969131664,88,11,6019,747.141,25.717409515380858,0,40,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442427/try-00/output-srun-20231204_235714_442427-0.log
8.275302567958537,112,14,5855,707.527,28.280369567871098,0,40,/usr/projects/hpctest/amagela/ats-5/MiniEM/lb/doc/sphinx/07_miniem/runs--memory/run-20231204_235714_442426/try-00/output-srun-20231204_235714_442426-0.log
