# mpi ranks, Mem for PSI (kb), process rss mem (kb), # solver unknowns (extents of PSI), total # flux iterations, # time steps, walltime(seconds),energy check, energy in radiation field, maximum electron temperature, maximum radiation temperature, incident power, escaping power, power absorbed, power emitted
56, 677376, 1044660, 4855431168, 42, 5, 38.53207752400021, 7.853553663128697e-24, 4.635483668542168e-09, 0.5000000000000002, 0.02504354725238771, 0, 5.151279803699934e-06, 0, 0
